,FacilityName,CountryName,ReportingYear,FacilityDetails,MTonnes,Activity,Pollutant,Co-ordinates
763,Centrale Vado Ligure,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4859,1.17,Production of electricity,"CO2, AIR","[8.430833, 44.276666]"
764,Centrale di  generazione energia elettrica TORRENTE TONA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=261982,0.10400000000000001,Production of electricity,"CO2, AIR","[15.062778, 41.739722]"
765,Centrale di Cogenerazione,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=342,0.10200000000000001,Production of electricity,"CO2, AIR","[9.282777, 45.417222]"
766,Centrale di Cogenerazione di Malpensa,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=288,0.127,Production of electricity,"CO2, AIR","[8.739722, 45.620277]"
767,Centrale di Livorno Ferraris,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=117453,1.63,Production of electricity,"CO2, AIR","[8.192777, 45.2375]"
768,Centrale di Scandale,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=159056,0.753,Production of electricity,"CO2, AIR","[17.115555, 39.101666]"
769,Centrale termoelettrica di Boffalora S/Ticino,Italy,2007,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=77618,0.271,Production of electricity,"CO2, AIR","[8.846389, 45.465833]"
770,Centrale termoelettrica di Sarmato,Italy,2012,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=191709,0.113,Production of electricity,"CO2, AIR","[9.5075, 45.052222]"
771,Centrale termoelettrica di ostiglia,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=455,1.42,Production of electricity,"CO2, AIR","[11.138888, 45.053333]"
772,Centrale thermique du VAZZIO,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4929,0.341,Production of electricity,"CO2, AIR","[8.7, 41.93]"
773,Centrale électrique de Pointe des carrières,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7831,0.358,Production of electricity,"CO2, AIR","[-61.07, 14.62]"
774,Centre de Production Thermique EDF de BOUCHAIN,France,2015,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4697,0.27,Production of electricity,"CO2, AIR","[3.31, 50.28]"
775,Centre de Production Thermique EDF de PORCHEVILLE,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4353,0.23900000000000002,Production of electricity,"CO2, AIR","[1.76, 48.97]"
776,Centre de Production Thermique de VITRY SUR SEINE,France,2015,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4411,0.551,Production of electricity,"CO2, AIR","[2.39, 48.78]"
777,"Centrica Shb Ltd, South Humber Bank Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13090,1.12,Production of electricity,"CO2, AIR","[-0.144807, 53.6016]"
778,Cockenzie Power Station,United Kingdom,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14508,0.383,Production of electricity,"CO2, AIR","[-2.96903, 55.9684]"
779,Cofathec Energia Srl - Centrale termoelettrica di Acerra,Italy,2008,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=117411,0.296,Production of electricity,"CO2, AIR","[14.368333, 40.931944]"
780,Cofathec Energia Srl - Contrale termoelettrica di Castelmassa,Italy,2007,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=115253,0.203,Production of electricity,"CO2, AIR","[11.312778, 45.02]"
781,Cofathec Energia Srl - Contrale termoelettrica di Nera Montoro,Italy,2008,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=117410,0.186,Production of electricity,"CO2, AIR","[12.474444, 42.495278]"
782,Cofathec Energia Srl - Contrale termoelettrica di Spinetta Marengo,Italy,2007,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=134,0.117,Production of electricity,"CO2, AIR","[8.670278, 44.885556]"
783,Cofely Italia S.p.A. -  Centrale termoelettrica di Nera Montoro,Italy,2012,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5727,0.197,Production of electricity,"CO2, AIR","[12.474444, 42.495278]"
784,Cofely Italia S.p.A.- Centrale termoelettrica di Castelmassa,Italy,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=117409,0.181,Production of electricity,"CO2, AIR","[11.312778, 45.02]"
785,Cogeneration Spinetta S.p.a - Centrale di cogenerazione Spinetta Marengo,Italy,2016,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=117396,0.11,Production of electricity,"CO2, AIR","[8.670277, 44.885555]"
786,Compagnie de Cogénération de Champblain,France,2011,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5843,0.167,Production of electricity,"CO2, AIR","[4.8100000000000005, 45.17]"
787,ConnahS Quay Power Station,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=12986,1.03,Production of electricity,"CO2, AIR","[-3.07413, 53.227]"
788,Coolkeeragh ESB Ltd,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14384,0.911,Production of electricity,"CO2, AIR","[-7.2456, 55.0441]"
789,"Coryton Energy Company Limited, Coryton Ccgt Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=32855,0.606,Production of electricity,"CO2, AIR","[0.5052679999999999, 51.5123]"
790,DBM Dél- nyírségi Bioenergia Művek Zrt.,Hungary,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=101285,0.183,Production of electricity,"CO2, AIR","[21.906, 47.737169]"
791,DELIMARA POWER STATION,Malta,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14409,0.603,Production of electricity,"CO2, AIR","[14.5563789, 35.8345631]"
792,DKCE Kft.,Hungary,2012,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6072,0.10200000000000001,Production of electricity,"CO2, AIR","[21.630453, 47.518647]"
793,DONG ENERGY POWER A/S,Denmark,2016,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=9603,0.9530000000000001,Production of electricity,"CO2, AIR","[11.0848131585991, 55.6614724992697]"
794,"DONG ENERGY POWER A/S, H.C. Ørstedværket",Denmark,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6903,0.155,Production of electricity,"CO2, AIR","[12.5561023776968, 55.6567172922779]"
795,"DONG ENERGY POWER A/S, Studstrupværket",Denmark,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10313,0.47500000000000003,Production of electricity,"CO2, AIR","[10.343751953853, 56.2514524263128]"
796,DONG Energy A/S - Esbjergværket,Denmark,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6879,0.768,Production of electricity,"CO2, AIR","[8.4578451600935, 55.4551268195151]"
797,DREWAG Gasturbinen-Heizkraftwerk Nossener Brücke,Germany,2007,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46751,0.6980000000000001,Production of electricity,"CO2, AIR","[13.7082189995972, 51.0417904748153]"
798,Dalkia Biomasse Rennes (DBR),France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=239375,0.10300000000000001,Production of electricity,"CO2, AIR","[-1.6800000000000002, 48.11]"
799,Damhead Creek Power Station,United Kingdom,2015,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=239860,1.81,Production of electricity,"CO2, AIR","[0.6115769999999999, 51.4281]"
800,Damhead Creek Power Station,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13865,1.57,Production of electricity,"CO2, AIR","[0.6115769999999999, 51.4281]"
801,"Deeside Power Limited, Deeside Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13873,0.29,Production of electricity,"CO2, AIR","[-3.05392, 53.2336]"
802,Delesto B.V.,Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5890,0.468,Production of electricity,"CO2, AIR","[6.95435, 53.31883]"
803,Drax Power Station,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13777,18.0,Production of electricity,"CO2, AIR","[-0.996528, 53.7367]"
804,E.ON Kraftwerke GmbH Kraftwerk Knepper,Germany,2014,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44708,0.9580000000000001,Production of electricity,"CO2, AIR","[7.35018182742593, 51.5685263598373]"
805,"E.ON Kraftwerke GmbH, Kraftwerk Zolling",Germany,2008,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=107621,2.13,Production of electricity,"CO2, AIR","[11.7995193321975, 48.4552020943074]"
806,E.ON UK Renewables Ltd,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=33158,0.41200000000000003,Production of electricity,"CO2, AIR","[-3.37858, 55.1519]"
807,E.ON Warmte Station Galileistraat,Netherlands,2014,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6305,0.105,Production of electricity,"CO2, AIR","[4.4270700000000005, 51.91036]"
808,"E.On UK CHP Ltd, Kemsley Paper Mill CHP",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=12978,0.405,Production of electricity,"CO2, AIR","[0.751203, 51.3622]"
809,"E.On UK CHP Ltd, Port Of Liverpool CHP Plant",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=12979,0.134,Production of electricity,"CO2, AIR","[-3.00812, 53.452]"
810,EDF - Centre de Production de LA MAXE,France,2015,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4090,0.554,Production of electricity,"CO2, AIR","[6.15, 49.16]"
811,EDF - Cycle Combiné Gaz de Bouchain (59),France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=298911,1.06,Production of electricity,"CO2, AIR","[3.31, 50.28]"
812,EDF - Site de Production Thermique EDF de BLENOD,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=3973,0.7010000000000001,Production of electricity,"CO2, AIR","[6.06, 48.87]"
813,EDF - UP CORDEMAIS,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4147,3.79,Production of electricity,"CO2, AIR","[-1.83, 47.29]"
814,EDF Centre de Production Thermique de Martigues,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4275,1.49,Production of electricity,"CO2, AIR","[5.04, 43.38]"
815,"EDF Energy (West Burton Power) Limited,Cottam Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=211667,2.96,Production of electricity,"CO2, AIR","[-0.781766, 53.3033]"
816,"EDF Energy (West Burton Power) Ltd, West Burton Power Station",United Kingdom,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=239609,1.06,Production of electricity,"CO2, AIR","[-0.8115359999999999, 53.3607]"
817,"EDF Energy (West Burton Power) Ltd, West Burton Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=239792,2.49,Production of electricity,"CO2, AIR","[-0.8115359999999999, 53.3607]"
818,EDF GUYANE DDC,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4639,0.214,Production of electricity,"CO2, AIR","[-52.2526489219, 4.95914675869]"
819,EDF LUMINUS,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14750,0.774,Production of electricity,"CO2, AIR","[3.7243412, 51.10363]"
820,EDF LUMINUS,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14751,0.114,Production of electricity,"CO2, AIR","[3.7342072, 51.059574]"
821,EDF PEI Port Est,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=210029,0.562,Production of electricity,"CO2, AIR","[55.310595474, -20.9315870496]"
822,EDF Production Electrique Insulaire - Etablissement de Haute Corse,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=239456,0.343,Production of electricity,"CO2, AIR","[9.47, 42.54]"
823,EDF Production Electrique Insulaire SAS - Centrale EDF PEI POINTE JARRY,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=293866,0.531,Production of electricity,"CO2, AIR","[-61.59, 16.26]"
824,EDF Production Electrique Insulaire SAS - Etablissement de Bellefontaine,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=210198,0.533,Production of electricity,"CO2, AIR","[-61.1472505157, 14.68629365]"
825,EDF Turbines à Combustion de MONTEREAU,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=158593,0.184,Production of electricity,"CO2, AIR","[2.85, 48.4]"
826,EDF UNITE DE PRODUCTION THERMIQUE DU HAVRE,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=1226,1.88,Production of electricity,"CO2, AIR","[0.13, 49.49]"
827,EEVG Entsorgungs- und Energieverwertungsges.m.b.H.,Austria,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5898,0.162,Production of electricity,"CO2, AIR","[13.799917, 47.992332]"
828,EEW Energy from Waste Großräschen GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=74373,0.254,Production of electricity,"CO2, AIR","[13.977446475568101, 51.5819631701438]"
829,EEW Energy from Waste Saarbrücken GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=110204,0.324,Production of electricity,"CO2, AIR","[6.84364980875095, 50.8565737890105]"
830,EL-TO Zagreb,Croatia,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=240484,0.254,Production of electricity,"CO2, AIR","[15.948585, 45.808815]"
831,ELECTRABEL - CENTRALE BAUDOUR-St GHISLAIN,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=15094,0.417,Production of electricity,"CO2, AIR","[3.8257, 50.4712]"
832,ELECTRABEL - CENTRALE DROGENBOS,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14829,0.197,Production of electricity,"CO2, AIR","[4.2999973, 50.8038]"
833,ELECTRABEL - CENTRALE RUIEN,Belgium,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14828,0.764,Production of electricity,"CO2, AIR","[3.4883854, 50.78342]"
834,ELECTRABEL CENTRALE HERDERSBRUG,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14834,0.467,Production of electricity,"CO2, AIR","[3.2103052, 51.2627]"
835,ELECTRABEL CENTRALE MOL,Belgium,2010,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14832,0.162,Production of electricity,"CO2, AIR","[5.1101995, 51.222977]"
836,ELECTRABEL CENTRALE RODENHUIZE,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14833,1.72,Production of electricity,"CO2, AIR","[3.7736719, 51.13446]"
837,ELECTRABEL SA - CENTRALE DAMERCOEUR,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=15092,0.837,Production of electricity,"CO2, AIR","[4.3955, 50.431]"
838,ELECTRABEL SA - CENTRALE DES AWIRS,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=15093,0.73,Production of electricity,"CO2, AIR","[5.4226, 50.5864]"
839,ELECTRABEL SITE LANXESS RUBBER,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=98856,0.195,Production of electricity,"CO2, AIR","[4.335364, 51.23942]"
840,ELECTRABEL WKK LANXESS (BAYER),Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14831,0.186,Production of electricity,"CO2, AIR","[4.2788363, 51.34265]"
841,ELECTRAWINDS BIOSTOOM,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=202100,0.231,Production of electricity,"CO2, AIR","[2.9940522, 51.209675]"
842,ELEKTRÁRNA KLADNO,Czech Republic,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=11284,1.88,Production of electricity,"CO2, AIR","[14.12858138888889, 50.15349761111111]"
843,ELETTRA PRODUZIONE S.R.L. - SITO DI PIOMBINO-,Italy,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=27335,0.20800000000000002,Production of electricity,"CO2, AIR","[10.536667, 42.936667]"
844,ELSTA B.V.,Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6141,1.3599999999999999,Production of electricity,"CO2, AIR","[3.77856, 51.33316]"
845,ENEA Wytwarzanie Sp. z o.o.,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4951,12.1,Production of electricity,"CO2, AIR","[21.466666, 51.664722]"
846,ENEL PRODUZIONE S.P.A. - UB NORD ITE LA CASELLA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4989,0.972,Production of electricity,"CO2, AIR","[9.48, 45.09]"
847,"ENEL PRODUZIONE SPA - CENTRALE ""ARCHIMEDE"" DI PRIOLO GARGALLO",Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7367,0.47800000000000004,Production of electricity,"CO2, AIR","[15.168055, 37.155555]"
848,ENEL PRODUZIONE SPA - CENTRALE A CICLO COMBINATO DI PORTO CORSINI,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5039,0.41100000000000003,Production of electricity,"CO2, AIR","[12.266111, 44.484444]"
849,ENERCRISA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=281313,0.116,Production of electricity,"CO2, AIR","[-3.148889, 42.484444]"
850,ENERGA Elektrownie Ostrołęka S.A.,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4985,2.32,Production of electricity,"CO2, AIR","[21.612028, 53.104444]"
851,"ENERGETYKA Sp. z o.o., Wydział EC - 4 Legnica",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=20221,0.254,Production of electricity,"CO2, AIR","[16.110249, 51.182894]"
852,ENERGI VIBORG KRAFTVARME A/S,Denmark,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10455,0.106,Production of electricity,"CO2, AIR","[9.41480453868614, 56.4737605669295]"
853,ENERGIA PULITA SPA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=240979,0.11,Production of electricity,"CO2, AIR","[13.590555, 45.915277]"
854,"ENERGYWORKS ARANDA, S.L.",Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8962,0.117,Production of electricity,"CO2, AIR","[-3.710147, 41.664861]"
855,ENERGYWORKS CARTAGENA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=9259,0.599,Production of electricity,"CO2, AIR","[-1.098333, 37.705278]"
856,ENERGYWORKS VITORIA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=61690,0.15,Production of electricity,"CO2, AIR","[-2.6680479999999998, 42.869474]"
857,ENERGYWORKS VITVALL S.L.,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8961,0.171,Production of electricity,"CO2, AIR","[-4.7094439999999995, 41.676944]"
858,"ENERGÍA DE LA LOMA, S.A.",Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10171,0.166,Production of electricity,"CO2, AIR","[-3, 38.167304]"
859,ENERGÍAS DE LA MANCHA S.A. (ENEMANSA),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=24980,0.133,Production of electricity,"CO2, AIR","[-3.4406, 39.03]"
860,ENGIE Deutschland AG Standort Kraftwerk Zolling,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=256988,1.5,Production of electricity,"CO2, AIR","[11.7995193321975, 48.4552020943074]"
861,ENGIE Energie Nederland NV - Eemscentrale,Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5889,1.97,Production of electricity,"CO2, AIR","[6.88089, 53.43662]"
862,ENGIE Kraftwerk Farge GmbH & Co. KGaA,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=43727,1.24,Production of electricity,"CO2, AIR","[8.51617121804026, 53.2020987701671]"
863,ENGIE Kraftwerk Wilhelmshaven GmbH & Co. KG,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=200943,2.11,Production of electricity,"CO2, AIR","[8.13853287837422, 53.5703554561772]"
864,ENGIE PRODUZIONE SPA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=27075,0.869,Production of electricity,"CO2, AIR","[10.448166, 43.382016]"
865,ENGIE Thermique France - Centrale DK6,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=18290,5.01,Production of electricity,"CO2, AIR","[2.36, 51.03]"
866,ENIPOWER MANTOVA - STABILIMENTO DI MANTOVA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=452,1.72,Production of electricity,"CO2, AIR","[10.8, 45.166666]"
867,ENIPOWER S.P.A. - Stabilimento di Brindisi,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7028,2.43,Production of electricity,"CO2, AIR","[18.003055, 40.629166]"
868,"EPR Eye Limited, Eye Power Station",United Kingdom,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=239592,0.232,Production of electricity,"CO2, AIR","[1.12865, 52.3357]"
869,"EPR Eye Limited, Eye Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=239768,0.309,Production of electricity,"CO2, AIR","[1.12865, 52.3357]"
870,ERG Nuove Centrali Impianti Sud,Italy,2007,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7375,0.394,Production of electricity,"CO2, AIR","[15.201944, 37.129167]"
871,ERG Power Impianti Nord,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=159137,1.13,Production of electricity,"CO2, AIR","[15.1825, 37.179166]"
